itemID,itemName,description,price,priceGroup,isExpensive,category,isClothesCat,isSportsCat,isElectronicsCat,isHomeCat,isHobbyCat,isBooksCat,isAccessoryCat,isFunCat,isSmartCat,isToyCat,isKitchenCat,isPersonalCat
49,"Henry - Skrivbordsdammsugaren","This little sucker will keep your desktop neat and tidy, crumb and dust free...",149,1,0,Toys,0,0,1,1,0,0,0,1,0,1,0,0
50,"Prenumeration på en låda brittiskt prisbelönat öl","Without question, the greatest invention in the history of mankind is beer. Oh, I grant you that the wheel was also a fine invention, but the wheel does not go nearly as well with pizza - Dave Barry. Give him a case of Award Winning Ales from UK micro breweries - the perfect gift for lovers of beer. This Case of Award Winning British Beer includes 12 beers from small, independent breweries - so this is not the run-of-the-mill beers that he'll find in a supermarket. All the beers have won regional, national and/or international awards and have been tested by a dedicated (and very enthusiastic) tasting panel. No beer is included unless it has won award/s and been given the stamp of approval by the group of experienced beer drinkers",500,3,0,Hobby,0,0,0,0,1,0,0,0,0,0,1,1
51,"Smart vågskål med tillhörande app","Food prep just got smarter! We can’t all be star bakers but we can certainly be smart bakers! The Smart Healthy Wireless Scales + App is an intelligent solution to flat Victoria sponges and soggy biscuits. Extremely easy to use and dishwasher safe, the Smart Wireless Scales enable the accurate measurement of ingredients placed into the included 2 litre smart mixing bowl",450,2,0,Cooking,0,0,1,1,0,0,0,0,1,0,1,0
52,"Airboard Denver 6,5"" Hoverboard","Det är som att stå på en svävande bräda, fast på två hjul! Airboarden står stabilt under fötterna och kräver varken stång eller fart för att hålla dig uppe. Maximal hastighet på 12 Km/h!",1650,4,1,Hobby,0,1,1,0,1,0,0,1,0,1,0,0
53,"Shiatsu Fotmassage","Skäm bort dina fötter och låt maskinen massera, krama och värma! De tre förinställda programmen ökar blodcirkulationen i fötterna och hjälper dig att bli piggare, friskare och gladare!",1495,4,1,Personal,0,0,1,0,1,0,0,0,0,0,0,1
54,"Ted Baker Backgammon För Resan","The Ted Baker Back Gammon Roll-up Set is everything you need to play a game of Backgammon when travelling. The classic game is rolled up in a gorgeous faux leather travel set which doubles as the board with its supple felt lining and rose gold detailing. Written inside is the words ‘Let the Good Times Roll’. Also included are 2 x gold and black die, 15 x black counters and 15 x gold counters and finally a faux leather black case to store the game counters in which sits neatly inside the roll. This Ted Baker travel accessory is held together using a leather strap with rose gold button detailing and is a perfect present for hard-to-buy-for men this Christmas",370,2,0,Hobby,0,1,0,0,1,0,1,0,0,1,0,0
55,"Smart Vattentermos","Do you drink enough water each day? This very clever flask measures your daily intake of water and reminds you when you need to drink more. You download the free Smart Water Cup App (compatible with ios and android devices), sync the app with the cup and measure how much water you've consumes. Made from fine quality stainless steel and gift boxed, the Smart Water Cup holds 370ml of water and has a built-in buzzer. Fill, drink, re-fill and keep drinking until you've had enough for the day ",420,2,0,Personal,0,1,1,0,0,0,0,0,1,0,1,1
56,"Weekend Travel Bag","These Weekend Travel Bags look great and age well plus they are exceptionally good value. The Weekend Travel Bag is perfectly sized for weekends trips away. Made of faux brown leather, the Travel Bag has a zip pocket on one side and a zip closer, handles as well as a removable shoulder strap. Inside the bag has a zipped pocket and is lined in cotton",400,2,0,Clothing,1,1,0,0,0,0,1,0,0,0,0,0
57,"Cykelhjälm Hövding 2.0","Hövding är en cykelhjälm olik allt som finns på marknaden idag. Hövding är en krage som cyklisten bär kring halsen. Kragen innehåller en hopvikt airbag som blir synlig först när man hamnar i en olycka. Airbagen är utformad som en huva som omsluter och skyddar cyklistens huvud. Utlösningsmekanismen styrs med hjälp av sensorer som registrerar den onormala rörelsen hos cyklisten vid en olycka. Själva kragen är den synliga delen av uppfinningen. Hövding är en praktisk accessoar som är enkel att ta med, som är snygg och diskret i sin utformning, samtidigt som den räddar ditt liv.",2695,5,1,Clothing,1,1,1,0,0,0,1,0,1,0,0,0
58,"Stringhylla Pocket","Arkitekten Nisse Strinnings klassiska hyllsystem introducerades redan 1949, men är minst lika populära idag. Här kommer den i ett nytt, mindre format, nu med hyllplan av ask och med vita gavlar! Hyllan är perfekt att ha CD-skivor, DVD-filmer eller pocketböcker i, men passar minst lika bra som en mindre hylla i kök, barnrum eller hall.",1000,4,1,Home,0,0,0,1,0,0,0,0,0,0,0,0
59,"TV Magnifier - Förstoringsglas till mobilen","Share your phone content without arm ache in a fast, low-tech way by slotting your smartphone into the Smartphone Magnifier. The Smartphone Magnifier magnifies and effectively doubles the screen size to 8"", making it much easier to share silly videos and funny photos ... or perhaps you just want to watch something yourself (for example in the bath) on something a bit larger than the screen on your phone",200,2,0,Toys,0,0,1,0,0,0,0,1,0,1,0,0
60,"Ted Baker Livsorganiserare","Unzipping the rose gold zip reveals the minimal and contemporary interior of the lifestyle organiser, featuring a rose patterned lining and dedicated compartments for your phone, money, stationary, credit cards and separate diary/notebook. Finished with beautiful rose gold fasteners and elegant stitching, this stunning accessory will look every bit the part on important meetings, work trips away and travels to exotic locations.",500,3,0,Personal,0,0,0,0,0,0,1,0,0,0,0,1
61,"Kaffekvarn Melitta Molino","Gör ditt eget kaffe av de kaffebönor du har malt i kaffekvarnen. Molino har en professionell skivkvarn som malverk. Kvarnen maler allt från traditionellt kaffe till Espresso. Bönbehållaren har kapacitet för 200 g kaffebönor och kvarnen maler 2-14 koppar åt gången. När den har malt färdigt, stängs den av automatiskt.",500,3,0,Electronics,0,0,1,1,0,0,0,0,0,0,1,0
62,"Plattång Remington Sleek & Curl S6500","Variera frisyren med lockar, vågor eller rakt hår. Värmeboostfunktion för att snabbt komma upp i högsta temperatur. Avancerad keramisk beläggning med 4 gånger bättre skydd för håret.",300,2,0,Personal,0,0,1,0,0,0,0,0,0,0,0,1
63,"Vetevärmare som halsduk","Känner du dig lite krasslig, är du stel i nacke, rygg eller axlar, har ont i halsen eller är bara lite frusen? En uppvärmningsbar halsduk gör susen! Denna gosiga vetevärmarhalsduk är fylld med korn och väldoftande örter och fungerar som en vanlig vetevärmare som värms i mikrovågsugnen. ",300,2,0,Personal,0,0,0,0,0,0,1,0,0,0,0,1
64,"Reflextofs Deluxe","Det är viktigt att synas, både i mörkret och ute bland folk. Denna reflextofs blir en fin accessoar samtidigt som den är en livräddare när mörkret faller på. Den smidiga karbinhaken gör reflexen lätt att haka fast på t.ex väskan, jackan eller barnvagnen och du kan känna dig säker när du är ute och rör dig.",75,1,0,Clothing,1,0,0,0,0,0,1,0,0,0,0,1
65,"Förvaring för accessoarer - Vanity","Organisera smink och accessoarer med stil! Vanity är en rymlig smink- och smyckeväska med plats för allt det nödvändigaste. Necessären är fylld med flera olika stora fack och fickor som passar bra för alla olika sorters produkter. Dess handtag låter dig bära med necessären som en en liten väska, praktiskt när den ska med till träningen, resan eller övernattningen. Väskans underdel går att fälla ut för maximal förvaring, eller ihop för minimal plats. Perfekt när du vill ha sminket välorganiserat och lättillgängligt på en och samma gång!",200,2,0,Personal,0,1,0,0,0,0,1,0,0,0,0,1
66,"Pillerpåminnare","Pillerpåminnare och tandborstställ i ett! Allergimedicin, p-piller eller andra tabletter... Med denna smarta pillerpåminnare kommer du aldrig mer glömma att ta din dagliga tablett, den är nämligen ihopkopplad med något som de allra flesta kommer ihåg att göra – nämligen att borsta tänderna! Pillerpåminnaren har plats för en tandborste och i samma sekund som du tar loss tandborsten från stället hoppar pillerkartan upp och blir synlig. Fiffigt värre! Borsta tänderna, ta ditt piller och sätt tillbaka pillerkartan och tandborsten igen. ",69,1,0,Personal,0,0,0,1,0,0,0,0,1,0,0,1
67,"Marcus & Martinus: Vår historia av Marcus Gunnarsen och Martinus Gunnarsen","År 2012 vann de den norska versionen av Lilla Melodifestivalen och deras hitsingel ""Elektrisk"" har sålt tre gånger platina och visats över tio miljoner gånger på Youtube. De är Norges mest populära tonåringar. Och nu också Sveriges. Här kommer Marcus & Martinus otroliga framgångssaga deras egen historia i en rikt illustrerad bok fylld med bilder ur killarnas privata album, fun facts och fansens egna berättelser och foton.",139,1,0,Hobby,0,0,0,0,0,1,0,1,0,0,0,0
68,"Clean Code av Robert C. Martin","Even bad code can function. But if code isn't clean, it can bring a development organization to its knees. Every year, countless hours and significant resources are lost because of poorly written code. But it doesn't have to be that way. Noted software expert Robert C. Martin presents a revolutionary paradigm with Clean Code: A Handbook of Agile Software Craftsmanship. Martin has teamed up with his colleagues from Object Mentor to distill their best agile practice of cleaning code ""on the fly"" into a book that will instill within you the values of a software craftsman and make you a better programmer-but only if you work at it.",329,2,0,Hobby,0,0,0,0,1,1,0,0,1,0,0,0
69,"Kaninjägaren av Lars Kepler","Thrillermästaren Lars Kepler är tillbaka med en ny bladvändare om kriminalkommissarie Joona Linna. Kaninjägaren tar vid där den enorma succén Stalker slutade. ",195,1,0,Hobby,0,0,0,1,1,1,0,0,0,0,0,0
70,"Sagaform - Tesil med skopa","En smartare tesil med skopa och sil i ett! Med denna praktiska teskopa från Sagaform kan du skopa upp ditt favoritlöste och sedan låta det åka ner i handtaget. Handtaget fungerar även som en tesil, stoppa tesilen med handtaget neråt i koppen och låt ditt te dra sig.",149,1,0,Cooking,0,0,0,1,1,0,0,0,1,0,1,0
71,"Hot Dog Maker","Det finns inget som slår en välgrillad korv med bröd. Fantastiska korvgrillen Hot Dog Maker grillar fyra korvar till perfektion samtidigt. Dags för korvfest!",500,3,0,Cooking,0,0,1,1,0,0,0,1,0,0,1,0
72,"Sansaire Sous Vide-Maskin","Att tillaga mat sous vide ger ett osannolikt smakrikt resultat - tyvärr har det länge varit exklusivt för dyra restaurangkök. Med Sansaire blir sous vide lika enkelt som att kolsyra vatten.",1979,4,1,Cooking,0,0,1,1,1,0,0,0,0,0,1,0
73,"Rökfri Kolgrill","Med vår rökfria kolgrill blir du grillkvällens stjärna! Grillen är redo på fyra minuter, och har ett unikt system med kolbehållare och inbyggd fläkt som minimerar rökutvecklingen!",399,2,0,Cooking,0,0,1,0,1,0,0,0,1,0,1,0
74,"Fitbit Flex 2","Fitbit Flex 2 är ett maxat träningsarmband i minimal förpackning! Håll koll på träning, vardagsmotion och sömn med detta stilrena och vattentäta armband. Anpassa Flex 2 till din stil med snygga accessoarer!",1000,4,1,Hobby,0,1,1,0,1,0,1,0,1,0,0,1
75,"Withings Body Våg","Vikten är bara en siffra! Med Withings Body Våg får du reda på mycket mer, som hur stor andel fett, muskler, vatten och benmassa din kropp har. Alltihop ger en tydligare bild av din kropp, hälsa och vikt!",1399,4,1,Personal,0,1,1,1,1,0,0,0,1,0,0,1
